,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate
1494,Bottlenose,NOA0003429,Rene,F,e,1969,Capture,1972-12-14,Unknown,,,,Miami Seaquarium,US,Died,1999-07-03,Pulmonary & Hepatic failure w/metabolic complications,,,US,1972-12-14
1495,Bottlenose,NOA0003430,Nosey,F,e,1968,Capture,1971-11-02,Unknown,,,,Miami Seaquarium,US,Died,2009-01-06,squamous cell carcinoma,,,US,1971-11-02
1496,Bottlenose,NOA0003431,Melissa,F,e,1968,Capture,1972-12-14,Unknown,,,,Miami Seaquarium,US,Died,2002-02-02,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1972-12-14
1497,Bottlenose,NOA0003432,Sharky,F,e,1972,Capture,1975-05-12,Unknown,,,,Miami Seaquarium,US,Died,1992-10-12,BRONCHOPNEUMONIA,,,US,1975-05-12
1498,Bottlenose,NOA0003433,Papi (Charlie),M,e,1968,Capture,1975-05-13,Unknown,,,,Miami Seaquarium,US,Died,1991-05-21,PNEUMONIA; ACUTE CENTRILOBULAR HEPATIC,,,US,1975-05-13
1499,Bottlenose,NOA0003434,Hollywood,F,e,1970,Capture,1975-05-19,Unknown,,,,Miami Seaquarium,US,Died,2010-09-15,squamous cell carcinoma,,,US,1975-05-19
1500,Bottlenose,NOA0003435,Dawn,F,a,,Born,1975-08-31,Unknown,,,,Miami Seaquarium,US,Died,1991-08-27,BRONCHITIS & BRONCHIOLITIS; SEPTICEMIA,,,US,1975-08-31
1502,Bottlenose,NOA0003438,Flippy,M,e,1960,Capture,1960-06-01,Unknown,,,,Miami Seaquarium,US,Died,1979-12-30,UREMIC TOXEMIA,,,US,1960-06-01
1503,Bottlenose,NOA0003439,Sinbad,M,a,1977,Born,1977-10-05,Unknown,,,,Miami Seaquarium,US,Died,1980-10-17,SEPTICEMIA PNEUMONIA,,,US,1977-10-05
1504,Bottlenose,NOA0003440,Samba,M,a,1972,Born,1972-12-02,Unknown,,,,Miami Seaquarium,US,Died,1979-08-28,ASPIRATION; PNEUMONIA,,,US,1972-12-02
1505,Bottlenose,NOA0003441,Starbuck,M,a,1977,Born,1977-11-10,Unknown,,,,Miami Seaquarium,US,Died,1977-12-04,IDIOPATHIC NEONATAL DEATH,,,US,1977-11-10
1506,Bottlenose,NOA0003442,Nova,F,a,,Born,1975-08-26,Unknown,,,,Miami Seaquarium,US,Died,1977-06-07,ERTSIPELAS,,,US,1975-08-26
1507,Bottlenose,NOA0003443,Dink,F,e,1961,Capture,1967-11-12,Unknown,,,,Miami Seaquarium,US,Died,1977-04-30,CONGESTIVE HEART FAILURE,,,US,1967-11-12
1508,Bottlenose,NOA0003444,Baby Dee,F,e,1969,Capture,1972-05-04,Unknown,,,,Miami Seaquarium,US,Died,1977-01-21,GASTROENTERITIS,,,US,1972-05-04
1509,Bottlenose,NOA0003445,Jessica,F,a,,Born,1976-09-29,Unknown,,,,Miami Seaquarium,US,Died,1976-10-23,BY ANOTHER ANIMAL,,,US,1976-09-29
1510,Bottlenose,NOA0003446,Maya (She),F,e,1968,Capture,1972-07-15,Unknown,,,,Miami Seaquarium,US,Died,1976-05-25,SEPTICEMIA; STAPHLYCOCCUS AUREUS,,,US,1972-07-15
1511,Bottlenose,NOA0003447,,F,e,1952,Capture,1956-05-05,Unknown,,,,Miami Seaquarium,US,Died,1976-05-25,TOXIC HEPATITIS,,,US,1956-05-05
1512,Bottlenose,NOA0003448,Demon,F,e,1970,Capture,1972-12-15,Unknown,,,,Miami Seaquarium,US,Died,1976-05-02,MENINGITIS,,,US,1972-12-15
1514,Bottlenose,NOA0003450,Jesse,M,a,1975,Born,1975-09-02,Unknown,,,,Miami Seaquarium,US,Died,1975-10-28,SHOCK DURING MOVEMENT,,,US,1975-09-02
1515,Bottlenose,NOA0003451,Stripes,F,e,1968,Capture,1971-06-01,Unknown,,,,Miami Seaquarium,US,Died,1974-08-16,CHRONIC CONGESTIVE HEART FAILURE,,,US,1971-06-01
1516,Bottlenose,NOA0003453,Patty,F,e,1960,Capture,1972-06-01,Unknown,,,,Miami Seaquarium,US,Died,1974-02-04,PERICARDITIS,,,US,1972-06-01
1517,Bottlenose,NOA0003454,Cricket,F,a,1973,Born,1973-03-11,Unknown,,,,Miami Seaquarium,US,Died,1973-12-22,BRONCHOPHEUMONIA,,,US,1973-03-11
1518,Bottlenose,NOA0003455,Sonny Boy,M,e,1961,Capture,1964-08-04,Unknown,,,,Miami Seaquarium,US,Died,1973-10-08,HEPATIC DISEASE,,,US,1964-08-04
1519,Bottlenose,NOA0003456,Sidra,F,e,1970,Capture,1972-06-01,Unknown,,,,Miami Seaquarium,US,Died,1973-10-01,"LIVER, LUNG, KIDNEY & GASTRIC PARASITISM",,,US,1972-06-01
1520,Bottlenose,NOA0003457,Sonny,M,u,,Capture,1972-06-01,Unknown,,,,Miami Seaquarium,US,Died,1973-06-04,"PNEUMONIA (AT WILLOW GROVE, PA)",,,US,1972-06-01
1521,Bottlenose,NOA0003458,Zip,M,e,1961,Capture,1962-06-01,Unknown,,,,Miami Seaquarium,US,Died,1973-08-30,PNEUMONIA; ASPIRATION,,,US,1962-06-01
1522,Bottlenose,NOA0003478,Lilman,M,e,1976,Capture,1980-10-30,Unknown,,,,Miami Seaquarium,US,Died,1994-12-28,MASSIVE INTESTINAL VOLVULUS -ENDOTOXEMIA,,,US,1980-10-30
1523,Bottlenose,NOA0003479,Dusky,F,e,1975,Capture,1980-10-31,Unknown,,,,Miami Seaquarium,US,Died,1987-04-16,TERMINAL SEPTICEMIA,,,US,1980-10-31
1524,Bottlenose,NOA0003480,Moose,M,a,,Born,1980-07-14,Unknown,,,,Miami Seaquarium,US,Died,1982-06-30,HEPATITIS,,,US,1980-07-14
1525,Bottlenose,NOA0003481,Dancer,F,a,,Born,1980-08-21,Unknown,,,,Miami Seaquarium,US,Died,1991-09-25,TRACHEOBRONCHITIS; BRONCHOPNEUMONIA,,,US,1980-08-21
1526,Bottlenose,NOA0003483,X,F,a,1979,Born,1979-09-04,Unknown,,,,Miami Seaquarium,US,Died,1979-09-04,EXSANGUINATION FROM BREAK OF UMBILICUS,,,US,1979-09-04
1527,Bottlenose,NOA0003486,,M,a,,Born,1983-09-16,Unknown,,,,Miami Seaquarium,US,Died,1983-10-01,IDIOPHATIC INFANT MORTALITY,,,US,1983-09-16
1528,Bottlenose,NOA0003487,,M,a,1983,Born,1983-10-02,Unknown,,,,Miami Seaquarium,US,Died,1983-10-02,NEO-NATAL SHOCK - CARDIAC ARREST,,,US,1983-10-02
1529,Bottlenose,NOA0003488,Ivan,M,a,,Born,1983-08-27,Unknown,,,,Miami Seaquarium,US,Died,1989-07-31,BRONCHOPNEUMONIA,,,US,1983-08-27
1530,Bottlenose,NOA0003490,,M,a,1984,Born,1984-03-01,Unknown,,,,Miami Seaquarium,US,Died,1984-03-01,STILLBORN,,,US,1984-03-01
1531,Bottlenose,NOA0003491,Bubbles,F,a,,Born,1984-11-24,Unknown,,,,Miami Seaquarium,US,Died,1987-08-26,EOSINOPHILIC LEUKOCYTES,,,US,1984-11-24
1532,Bottlenose,NOA0003495,Shadow,M,a,1985,Born,1985-10-12,Unknown,,,,Miami Seaquarium,US,Died,1989-10-22,VIRAL BRONCHOPNEUMONIA,,,US,1985-10-12
1533,Bottlenose,NOA0003496,August,M,a,,Born,1985-08-25,Unknown,,,,Miami Seaquarium,US,Died,1985-09-16,IDIOPHATIC INFANT MORTALITY,,,US,1985-08-25
1534,Bottlenose,NOA0003517,,M,a,,Born,1986-09-23,Unknown,,,,Miami Seaquarium,US,Died,1986-09-25,CONGENITAL DEFECTS,,,US,1986-09-23
1535,Bottlenose,NOA0003520,Bebe's Calf,M,a,1987,Born,1987-01-02,Unknown,,,,Miami Seaquarium,US,Died,1987-01-22,COMBINED PULMONARY & MYOCARDIAL,,,US,1987-01-02
1536,Pacific White-Sided,NOA0003535,Maki,F,e,1983,Capture,1988-10-26,Unknown,,,,Miami Seaquarium,US,Died,2004-12-10,"Sepsis, from momentum contusion",,,US,1988-10-26
1537,Pacific White-Sided,NOA0003536,Hokulani,F,e,1983,Capture,1988-11-02,Unknown,,,,Miami Seaquarium,US,Died,1994-01-29,PERACUTE SEPTICEMIA (SUSPECT ERYSIPELAS),,,US,1988-11-02
1541,Bottlenose,NOA0003553,Tori,F,a,,Born,1990-07-19,Unknown,,,,Miami Seaquarium,US,Died,2000-10-01,Zygomycosis/Encophalomalacia,,,US,1990-07-19
1542,Bottlenose,NOA0003556,Melissa's Calif,F,a,,Born,1990-09-14,Unknown,,,,Miami Seaquarium,US,Died,1990-09-20,CONGENITAL ABNORMALITIES,,,US,1990-09-14
1543,Bottlenose,NOA0003557,Nosey's Calf P J,M,a,1990,Born,1990-10-12,Unknown,,,,Miami Seaquarium,US,Died,1994-02-05,TERMINAL ENTEROTOXEMIA,,,US,1990-10-12
1544,Bottlenose,NOA0003559,Joley,F,a,1991,Born,1991-12-05,Unknown,,,,Miami Seaquarium,US,Died,2001-02-11,Concussive Brainstem Impact,,,US,1991-12-05
1545,Bottlenose,NOA0003560,Cathi's Calf,M,a,1992,Born,1992-08-06,Unknown,,,,Miami Seaquarium,US,Died,1992-09-16,SALMONELLA,,,US,1992-08-06
1546,Bottlenose,NOA0003561,Cookie,M,a,,Born,1992-07-24,Unknown,,,,Miami Seaquarium,US,Died,2000-09-25,Zygomyosis/Encephalomalacia,,,US,1992-07-24
1547,Bottlenose,NOA0003564,April,F,e,1968,Capture,1970-04-14,Unknown,,,,Miami Seaquarium,US,Died,2008-01-08,"multi-organ geriatric failure; histologically degenerativecardiac failure",,,US,1970-04-14
1548,Bottlenose,NOA0005791,Orion,M,a,1998,Born,1998-09-05,Unknown,,,,Miami Seaquarium,US,Died,2002-10-31,Zygomyces (fungal infection),,,US,1998-09-05
1549,Bottlenose,NOA0005862,Samantha's Baby,M,a,,Born,1999-08-25,Unknown,,,,Miami Seaquarium,US,Died,1999-09-01,Metabolic/Congenital,,,US,1999-08-25
1550,Pacific White-Sided,NOA0006043,Kalea,F,a,,Born,2002-06-19,Unknown,,,,Miami Seaquarium,US,Died,2002-11-26,Liver Failure,,,US,2002-06-19
1551,Pacific White-Sided,NOA0006267,,F,a,2005,Born,2005-06-02,Unknown,,,,Miami Seaquarium,US,Died,2005-06-02,Premature/Still birth,,,US,2005-06-02
1552,Bottlenose,NOA0006289,None,F,a,,Born,2005-09-13,Unknown,,,,Miami Seaquarium,US,Died,2005-09-13,Premature/Still birth,,,US,2005-09-13
1553,Bottlenose,NOA0006309,Jupiter,U,a,,Born,2006-01-14,Unknown,,,,Miami Seaquarium,US,Died,2012-01-30,momental impact trauma,,,US,2006-01-14
1554,Bottlenose,NOA0006425,None,F,a,,Born,2007-08-30,Unknown,,,,Miami Seaquarium,US,Died,2007-08-30,"cerebral congestion, vascular collapse post impact",,,US,2007-08-30
1555,Bottlenose,NOA0006550,None,M,a,2009,Born,2009-06-11,Unknown,,,,Miami Seaquarium,US,Died,2009-06-11,Premature/Still birth,,,US,2009-06-11
1556,Bottlenose,NOA0006551,None,M,a,,Born,2009-06-14,Unknown,,,,Miami Seaquarium,US,Died,2009-06-14,Premature/Still birth,,,US,2009-06-14
1557,Bottlenose,NOA0001330,Vince,M,e,1974,Capture,1978-04-22,Unknown,,,,Minnesota Zoological Garden,US,Died,1980-03-08,,,,US,1978-04-22
1558,Bottlenose,NOA0001331,Mindy,F,e,1974,Capture,1978-04-22,Unknown,,,,Minnesota Zoological Garden,US,Died,1999-09-20,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1978-04-22
1559,Beluga Whale,NOA0001332,Nukilik,M,e,1969,Capture,1977-07-31,Unknown,,,,Minnesota Zoological Garden,US,Died,1990-07-16,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1977-07-31
1560,Beluga Whale,NOA0001333,Anana,F,e,1974,Capture,1977-08-11,Unknown,,,,Minnesota Zoological Garden,US,Died,1989-06-12,CARDIOPLUMONARY COLLAPSE,,,US,1977-08-11
1561,Bottlenose,NOA0001334,Rio,F,e,1970,Capture,1975-05-20,Unknown,,,,Minnesota Zoological Garden,US,Died,2006-03-06,"undetermined based on necropsy, histology and pathology",,,US,1975-05-20
1562,Bottlenose,NOA0001338,Ayla,F,a,,Born,1992-09-26,Unknown,,,,Minnesota Zoological Garden,US,Died,2006-12-01,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1992-09-26
1563,Bottlenose,NOA0005537,Harley,M,a,,Born,2005-06-21,Unknown,,,,Minnesota Zoological Garden,US,Died,2006-01-21,complications due to head trama and skull fracture,,,US,2005-06-21
1564,Bottlenose,NOA0005702,Pablo,M,a,,Born,1996-11-13,Unknown,,,,"Gulf World Marine Park, Inc.",US,Died,2006-11-07,mycotic menigoencephalitis fusarim oxysporum,,,US,1996-11-13
1565,Spinner,NOA0006224,Harley,F,e,2003,Rescue,2004-04-20,Unknown,,,,Mote Marine Laboratory,US,Died,2011-09-23,septicemia,,,US,2004-04-20
1566,Bottlenose,NOA0001101,Misty,F,e,1977,Capture,1980-06-14,Unknown,,,,Mystic Aquarium,US,Died,2001-03-15,"Pyelonephritis, Hepatomegaly, Pulmonary Edema",,,US,1980-06-14
1567,Bottlenose,NOA0001083,Nina,F,e,1981,Capture,1984-09-05,Unknown,,,,Mystic Aquarium,US,Died,1999-10-10,malignant adrenal pheochromocytoma,,,US,1984-09-05
1568,Beluga Whale,NOA0000948,Alex,M,e,1959,Capture,1961-08-28,Unknown,,,,Mystic Aquarium,US,Died,1984-06-01,GASTROINTESTINAL CANDIDIASIS,,,US,1961-08-28
1569,Beluga Whale,NOA0000750,Winston,M,e,1980,Capture,1984-07-16,Unknown,,,,Mystic Aquarium,US,Died,1998-10-11,"Peracute septicemia, Erysipelas",,,US,1984-07-16
1571,Beluga Whale,NOA0000947,Okanitoo,F,e,1971,Capture,1975-07-24,Unknown,,,,Mystic Aquarium,US,Died,1983-05-11,ESOPHAGEAL & GASTRIC ULCERATION.,,,US,1975-07-24
1572,Short-Finned Pilot Whale,NOA0000949,Sounder,F,e,1970,Capture,1974-11-06,Unknown,,,,Mystic Aquarium,US,Died,1974-12-20,PNEUMONIA,,,US,1974-11-06
1573,Harbor Porpoise,NOA0000950,Puffin,F,e,1976,Rescue,1976-03-18,Unknown,,,,Mystic Aquarium,US,Died,1978-02-27,CANDIDIASIS,,,US,1976-03-18
1574,Commerson's,NOA0000951,Carmelita,F,e,1976,Unknown,1978-12-15,Unknown,,,,Mystic Aquarium,US,Died,1981-07-26,PNEUMONIA,,,US,1978-12-15
1575,Commerson's,NOA0000952,Don Juan,M,e,1973,Unknown,1978-12-15,Unknown,,,,Mystic Aquarium,US,Died,1978-12-25,PNEUMONIA; PANCREATITIS,,,US,1978-12-15
1576,Commerson's,NOA0000953,,F,e,1976,Unknown,1978-12-15,Unknown,,,,Mystic Aquarium,US,Died,1978-12-15,DROWNING; PNEUMONIA,,,US,1978-12-15
1577,Commerson's,NOA0000954,,F,e,1976,Unknown,1978-12-15,Unknown,,,,Mystic Aquarium,US,Died,1978-12-15,PNEUMONIA; PANCREATITIS,,,US,1978-12-15
1578,Long-Finned Pilot Whale,NOA0000955,Whale,M,e,1978,Rescue,1979-06-11,Unknown,,,,Mystic Aquarium,US,Died,1979-11-30,"CANDIDIASIS, HEPATITIS",,,US,1979-06-11
1579,Bottlenose,NOA0000964,Kimo,M,e,1970,Capture,1972-06-01,Unknown,,,,Mystic Aquarium,US,Died,1983-04-20,STAPHLYCOCCAL PNEUMONIA; BACTEREMIA,,,US,1972-06-01
1580,Bottlenose,NOA0000965,Sunny,M,e,1971,Capture,1972-06-01,Unknown,,,,Mystic Aquarium,US,Died,1976-03-12,DROWNING,,,US,1972-06-01
1581,Bottlenose,NOA0000966,Sandy,F,e,1970,Capture,1972-06-01,Unknown,,,,Mystic Aquarium,US,Died,1977-01-06,LUNG ABSCESS,,,US,1972-06-01
1582,Bottlenose,NOA0000967,Sassy,F,e,1970,Capture,1972-06-01,Unknown,,,,Mystic Aquarium,US,Died,1987-02-18,DYSTOCIA & UTERINE HEMORRHAGE,,,US,1972-06-01
1583,Bottlenose,NOA0000968,Lea,F,e,1976,Capture,1977-11-25,Unknown,,,,Mystic Aquarium,US,Died,1978-02-10,HEPATITIS,,,US,1977-11-25
1585,Long-Finned Pilot Whale,NOA0001030,,F,e,1981,Rescue,1981-12-07,Unknown,,,,Mystic Aquarium,US,Died,1981-12-10,,,,US,1981-12-07
1586,White-Beaked,NOA0001041,,F,u,,Capture,1983-03-28,Unknown,,,,Mystic Aquarium,US,Died,1983-05-11,"STAPH, PNEUMONIA.",,,US,1983-03-28
1587,White-Beaked,NOA0001042,,F,u,,Capture,1983-03-28,Unknown,,,,Mystic Aquarium,US,Died,1983-07-07,ERYSIPELAS,,,US,1983-03-28
1588,White-Beaked,NOA0001043,,F,u,,Capture,1983-03-28,Unknown,,,,Mystic Aquarium,US,Died,1983-04-01,STAPHLYCOCCAL PNEUMONIA,,,US,1983-03-28
1589,White-Beaked,NOA0001044,,F,u,,Capture,1983-03-28,Unknown,,,,Mystic Aquarium,US,Died,1983-04-07,SEPTICEMIA; PANCREATITIS,,,US,1983-03-28
1590,White-Beaked,NOA0001046,,F,u,,Capture,1983-03-28,Unknown,,,,Mystic Aquarium,US,Died,1983-03-28,SHOCK SYNDROME; IN TRANSIT,,,US,1983-03-28
1591,Long-Finned Pilot Whale,NOA0001048,,F,e,1982,Rescue,1982-11-16,Unknown,,,,Mystic Aquarium,US,Died,1982-12-18,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1982-11-16
1592,Atlantic White- Sided,NOA0001049,,M,e,1980,Rescue,1983-12-07,Unknown,,,,Mystic Aquarium,US,Released,1984-04-11,,,,US,1983-12-07
1593,Atlantic White- Sided,NOA0001050,,M,e,1980,Rescue,1983-12-17,Unknown,,,,Mystic Aquarium,US,Died,1983-12-26,PNEUMONIA,,,US,1983-12-17
1594,Atlantic White- Sided,NOA0001051,,F,e,1979,Rescue,1983-12-17,Unknown,,,,Mystic Aquarium,US,Died,1984-04-05,"PNEUMONIA, SEPTICEMIA",,,US,1983-12-17
1595,Beluga Whale,NOA0001071,Nanuk,M,e,1980,Capture,1984-07-16,Unknown,,,,Mystic Aquarium,US,Died,1984-11-22,GASTROENTERITIS,,,US,1984-07-16
1596,Beluga Whale,NOA0001072,Aurora,F,e,1981,Capture,1984-07-17,Unknown,,,,Mystic Aquarium,US,Died,1999-09-06,Aortic rupture,,,US,1984-07-17
1597,Beluga Whale,NOA0001079,Nakungayok,F,e,1981,Capture,1985-07-29,Unknown,,,,Mystic Aquarium,US,Died,2014-03-09,cardiac event,,,US,1985-07-29
1598,Bottlenose,NOA0005798,Stormy,M,e,1997,Rescue,1998-09-15,Unknown,,,,Mystic Aquarium,US,Died,2001-01-16,Staphylococcal Toxemia,,,US,1998-09-15
1599,Harbor Porpoise,NOA0006227,,F,e,2001,Rescue,2002-02-18,Unknown,,,,Mystic Aquarium,US,Died,2005-08-03,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,2002-02-18
1600,Bottlenose,NOA0001086,Arrow,F,e,1984,Capture,1987-09-03,Unknown,,,,"Niagara, Aquarium of",US,Died,1997-12-11,Septicemia (Vibrio),,,US,1987-09-03
1601,Short-Finned Pilot Whale,NOA0006063,Amelia,F,e,2001,Rescue,2001-10-11,Unknown,,,,"Gulf World Marine Park, Inc.",US,Died,2002-10-09,Peritonitis,,,US,2001-10-11
1602,Bottlenose,NOA0005007,Sir,M,e,,Capture,1984-07-26,Unknown,,,,Hawaii Institute of Marine Biology,US,Died,2002-01-02,Acute Pneumonia,,,US,1984-07-26
1603,Bottlenose,NOA0002115,Gretel,F,u,,Capture,1981-04-21,Unknown,,,,National Aquarium in Baltimore,US,Died,1981-10-01,"gastroenteritis,interstitial pneumonia,drowning",,,US,1981-04-21
1604,Beluga Whale,NOA0002127,Illamar,F,e,1982,Capture,1985-07-29,Unknown,,,,National Aquarium in Baltimore,US,Died,1989-08-10,SEPTICEMIA,,,US,1985-07-29
1605,Bottlenose,NOA0002132,,F,e,1979,Capture,1982-10-27,Unknown,,,,National Aquarium in Baltimore,US,Died,1999-05-22,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1982-10-27
1606,Bottlenose,NOA0002133,,F,e,1979,Capture,1982-10-27,Unknown,,,,National Aquarium in Baltimore,US,Died,2010-09-26,"Euthanasia: Life threatening condition involvingpain/suffering",,,US,1982-10-27
1607,Bottlenose,NOA0002139,Nani's Calf,M,a,,Born,1993-03-20,Unknown,,,,National Aquarium in Baltimore,US,Died,1993-04-06,SEVERE STAPHYLOCOCCAL INFECTION,,,US,1993-03-20
1608,Bottlenose,NOA0003093,Nalu,M,e,1972,Capture,1975-07-30,Unknown,,,,National Aquarium in Baltimore,US,Died,2002-09-23,acute viral broncho-interstitial pneumonia,,,US,1975-07-30
1609,Bottlenose,NOA0005946,Mara,F,u,1999,Rescue,2000-11-08,Unknown,,,,National Aquarium in Baltimore,US,Died,2001-06-16,fiberous adhesions in small intestines,,,US,2000-11-08
1610,Bottlenose,NOA0005957,Raven,M,a,2001,Born,2001-05-06,Unknown,,,,National Aquarium in Baltimore,US,Died,2005-06-04,bacteremia;pneumonia,,,US,2001-05-06
1611,Bottlenose,NOA0006028,,F,a,,Born,2002-05-20,Unknown,,,,National Aquarium in Baltimore,US,Died,2008-01-04,prolonged illness,,,US,2002-05-20
1612,Bottlenose,NOA0006181,Nco4,M,a,,Born,2004-04-17,Unknown,,,,National Aquarium in Baltimore,US,Died,2004-04-25,septicemia; bacterial meningitis,,,US,2004-04-17
1613,Bottlenose,NOA0006484,Sco8,F,a,,Born,2008-07-15,Unknown,,,,National Aquarium in Baltimore,US,Died,2008-07-15,Premature/Still birth,,,US,2008-07-15
1614,Bottlenose,NOA0006606,Jc10,F,a,2010,Born,2010-03-10,Unknown,,,,National Aquarium in Baltimore,US,Died,2010-03-21,Infection,,,US,2010-03-10
1615,Bottlenose,NOA0006732,Sc11,F,a,,Born,2011-04-14,Unknown,,,,National Aquarium in Baltimore,US,Died,2011-06-25,open; no cause determined at this time,,,US,2011-04-14
1616,Bottlenose,NOA0004463,Buck,M,e,,Capture,1989-08-07,Unknown,,,,Dolphin Research Center,US,Released,1996-05-23,,,,US,1989-08-07
1617,Risso's,NOA0004974,Lou,F,e,,Rescue,1980-08-30,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Died,1996-01-16,Intestinal Obstruction/Impaction,,,US,1980-08-30
1618,Bottlenose,NOA0004898,,F,u,,Capture,1974-07-09,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1974-07-15,,,,US,1974-07-09
1619,Bottlenose,NOA0004899,,U,u,,Capture,1974-07-09,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1974-07-15,,,,US,1974-07-09
1620,Bottlenose,NOA0004900,,U,u,,Capture,1974-07-09,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1974-07-15,,,,US,1974-07-09
1622,Bottlenose,NOA0004906,Nwy,M,e,,Capture,1974-07-11,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1975-10-10,,,,US,1974-07-11
1623,Bottlenose,NOA0004909,Blk,M,e,,Capture,1974-07-13,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1975-08-25,,,,US,1974-07-13
1624,Bottlenose,NOA0004911,Pap,M,e,,Capture,1975-09-30,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Died,1978-05-27,SEPTICEMIA,,,US,1975-09-30
1625,Bottlenose,NOA0004914,Leo,M,u,,Capture,1977-01-20,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1978-01-15,,,,US,1977-01-20
1626,Bottlenose,NOA0004915,,F,u,,Capture,1977-01-21,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1977-01-21,,,,US,1977-01-21
1627,Bottlenose,NOA0004925,,F,u,,Capture,1977-08-19,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1977-08-24,,,,US,1977-08-19
1628,Bottlenose,NOA0004926,,F,u,,Capture,1978-04-04,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1978-04-05,,,,US,1978-04-04
1629,Bottlenose,NOA0004949,,M,e,,Capture,1974-07-09,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1974-07-15,,,,US,1974-07-09
1630,Bottlenose,NOA0004979,,M,u,,Capture,1984-02-24,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-03-16,,,,US,1984-02-24
1631,Bottlenose,NOA0004981,Bud,M,e,,Capture,1984-02-24,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1990-06-04,,,,US,1984-02-24
1632,Bottlenose,NOA0004982,,F,u,,Capture,1984-03-03,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-03-15,,,,US,1984-03-03
1633,Bottlenose,NOA0004985,,M,u,,Capture,1984-03-04,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-03-05,,,,US,1984-03-04
1634,Bottlenose,NOA0004986,,F,u,,Capture,1984-03-23,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-04-02,,,,US,1984-03-23
1635,Bottlenose,NOA0004990,Eco,F,u,,Capture,1984-03-30,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1986-07-11,,,,US,1984-03-30
1636,Bottlenose,NOA0004992,,M,u,,Capture,1984-07-26,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-08-14,,,,US,1984-07-26
1637,Bottlenose,NOA0004993,,M,u,,Capture,1984-07-27,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-08-14,,,,US,1984-07-27
1638,Bottlenose,NOA0004995,,M,u,,Capture,1984-08-06,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1984-09-14,,,,US,1984-08-06
1639,Bottlenose,NOA0005000,Scn,M,e,,Capture,1984-08-30,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1992-05-01,,,,US,1984-08-30
1640,Bottlenose,NOA0005004,,M,u,,Capture,1984-09-06,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1985-08-02,,,,US,1984-09-06
1641,Bottlenose,NOA0005061,Opu,M,e,,Capture,1988-07-20,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1992-06-02,,,,US,1988-07-20
1642,Bottlenose,NOA0005089,Pok,F,e,,Capture,1987-07-24,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1989-09-08,,,,US,1987-07-24
1645,Bottlenose,NOA0005073,Kak,M,e,,Capture,1988-08-29,Unknown,,,,"Navy, U.S. (SPAWAR)",US,Released,1992-12-23,,,,US,1988-08-29
1646,Harbor Porpoise,NOA0005669,,U,e,1994,Rescue,1997-01-09,Unknown,,,,Massachusetts Audubon Society,US,Released,1997-01-09,MMPA 109h,,,US,1997-01-09
1647,Bottlenose,NOA0003910,Old Spit (Spitty),F,e,1966,Capture,1972-06-09,Unknown,,,,New England Aquarium,US,Died,1983-12-18,DIAGNOSIS OPEN,,,US,1972-06-09
1648,Bottlenose,NOA0003911,Cathy,F,e,1966,Capture,1972-06-01,Unknown,,,,New England Aquarium,US,Died,1982-10-06,ACUTE & CHRONIC BRONCHO PNEUMONIA,,,US,1972-06-01
1651,Bottlenose,NOA0003914,Peach,F,e,1973,Capture,1975-10-19,Unknown,,,,New England Aquarium,US,Died,1979-05-10,ALLERGIC REACTION TO VACCINATION,,,US,1975-10-19
